"COMID","FromNode","ToNode","Hydrosq","AreSqKM","cum_totco2g_m2_day","TOT_urban16","TOT_forest16","TOT_wetland16","TOT_agrc16","TOT_shrub16","CAT_STREAM_LENGTH","CAT_STREAM_SLOPE","TOT_STREAM_LENGTH","TOT_STREAM_SLOPE","CAT_BASIN_AREA","TOT_BASIN_AREA","totco2g_m2_day_fill","logQ_m3_div_s","logDA_km2","logw_m","length_m","logwbkf_m","logd_m","logK_m_div_s","D50_m","StreamOrde","pred_annual_DOC","pred_annual_DO","no3_conc_mg_l","logRT_total_hz_s","logq_hz_total_m_s","totco2_o2g_m2_day","totco2_ang_m2_day"
"23103534",50020287,50020288,50089364,1.1259,2.69131173237654,8.1,0,0,91.65,0.03,0.875,0.01,2.06,0.058252,1.13,3.16,0.00387513681740988,-3.10079708316159,0.499178275320827,0.131058519214741,875,0.403410448109352,-1.24020091171315,-4.40422499329776,9.6717e-06,1,4.38492063789821,9.09391267983356,1.82506361460531,6.76739218976272,-7.69250396208679,0.00292080813902635,0.000954328678383536
"23103536",50155859,50020333,50218846,0.6561,0.0023600815114896,0,0,0,0,0.55,2.393,0.09,2.39,0.037657,0.66,0.66,0.0023600815114896,-3.76980380934529,-0.1830299622427,-0.228048324227506,2393,0.0879302942132847,-1.50659194245342,-4.40422499329776,4.82083e-05,1,0.781818181818182,9.61161608614786,1.19730803257391,5.92462371060283,-7.17069622716898,0.0023497874826496,1.02940288399989e-05
"23103538",50020288,50020317,50045793,0.0072,104.222897383833,2.75,0,0,39.15,2.99,0.076,0.01,31.2,0.024038,0.01,27.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103540",50020289,50020317,50048361,0.5571,3.42743390298712,3.56,0,0.06,68.9,4.99,1.431,0.01,21.06,0.048908,0.56,9.54,0.00621117897363812,-2.61853617912336,0.979753182291905,0.384027815651688,1431,0.625647350658781,-1.05254436149986,-4.40422499329776,1.37339e-05,2,3.53780801728484,8.60740240555159,1.51629723940918,7.12829725089285,-7.40340290437354,0.00522806528501068,0.000983113688627439
"23103542",50020290,50020316,50137234,1.5894,0.00819836157768831,0,0,0,7.95,13.77,2.727,0.04,11.34,0.012346,1.59,5.81,0.00475616830153654,-2.78452711905208,0.764071470507211,0.270495356729994,2727,0.525907570515675,-1.13676450194395,-4.56199274040706,7.99121e-05,2,1.79320143674085,10.2767144841992,1.70206443059975,6.67340708982233,-7.2518119729938,0.00471779576745667,3.8372534079874e-05
"23103544",50155860,50020316,50218845,2.0205,0.00144630442835444,0,0,0,2.18,1.87,2.935,0.04,2.94,0.013605,2.02,2.02,0.00144630442835444,-3.24692514074978,0.305458854778667,0.0290867666120342,2935,0.313826902733873,-1.31584514094649,-4.40422499329776,4.53129e-05,1,1.44926307182157,9.55948761987275,1.02310375206029,6.24729146890855,-7.65169513695184,0.00143572925314274,1.05751752117029e-05
"23103546",50020291,50020293,50017502,2.9214,2279.85340325323,3.82,22.89,2.64,18.03,20.55,2.048,0,909.63,0.023471,2.92,1143.09,4.74759197235107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103546",50020291,50020293,50017502,2.9214,2279.85340325323,3.82,22.89,2.64,18.03,20.55,2.048,0,909.63,0.023471,2.92,1143.09,4.74759197235107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103548",50020292,50140846,50035537,0.504,296.549322965647,1.66,0,0.02,18.28,2.15,1.289,0.01,87.23,0.030953,0.5,58.33,0.00371172615689634,-1.81960133074207,1.76591803480624,0.797856267239934,1289,0.989201167517822,-0.745559993008316,-4.40422499329776,2.15963e-05,3,2.19863552840536,10.340263776163,1.42986996115249,7.69331204903548,-7.37365963262496,0.00366848024518948,4.32459117068606e-05
"23103550",50020293,50020309,50017301,0.4896,2284.99046103445,3.82,22.88,2.64,18.03,20.54,0.099,0,909.73,0.023469,0.49,1143.58,5.13705778121948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103552",50155861,50020296,50218844,6.3981,0,0.62,0,0,13.58,3.98,0.549,0.02,0.55,0.036364,6.4,6.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103554",50155862,50020337,50218843,0.8028,0.00145751897567472,0,0,0,0,0.11,1.926,0.11,1.93,0.056995,0.8,0.8,0.00145751897567472,-3.70285712926443,-0.0953926361845521,-0.181917008603323,1926,0.128457270566733,-1.47237101668949,-4.65564899607715,6.9952e-05,1,0.781818181818182,10.342691239863,1.04254014475736,6.14123137370052,-7.38933983691012,0.00145214937193662,5.36960373809679e-06
"23103556",50155863,50020277,50218842,2.9754,0.998411626638909,0.93,32.6,0,0,30.31,2.485,0.12,2.49,0.048193,2.98,2.98,0.998411626638909,-1.76476642045068,0.473545358674754,0.117565636428885,2485,0.391556770532561,-1.25021014200393,-3.36598335035162,0.000740940358436098,1,0.781818181818182,10.7798330579696,0.341110236546938,4.80645224504022,-4.94958959272463,0.995205819049055,0.00320580758985396
"23103558",50155864,50020272,50218841,4.5675,1.19774505383297,7.76,57.87,0,0,11.74,4.274,0.06,4.27,0.014052,4.57,4.57,1.19774505383297,-1.37273331214832,0.659678556024575,0.215544085353555,4274,0.477632145340126,-0.826807869817671,-3.01692670243164,0.000954919483930597,1,0.781818181818182,9.986298960236,0.270506601603096,5.08097747454028,-4.87913998398853,1.19328255008425,0.00446250374871485
"23103560",50020294,50020327,50031378,0.9963,3.00692501415397,0.63,0,0.04,19.41,10.3,1.78,0.02,54.57,0.025838,1,36.26,0.0157040030583167,-2.00018040865048,1.55941821786709,0.689157055841871,1780,0.89370745981922,-0.826194754997335,-4.10954768182378,0.0001520197,3,2.13971098300365,10.1580304431081,2.73594787037768,6.6696028088997,-6.78914663468511,0.0155150627855801,0.000188940272736571
"23103562",50020295,50020302,50070124,0.3375,0.723474387993466,0,0,0,1.35,4.22,0.618,0.03,15.79,0.020266,0.34,9.1,0.00184984823225985,-2.59856511339793,0.959036619828037,0.373122847133653,618,0.616067190299475,-1.06063383620878,-4.65941907420316,6.95783e-05,2,1.00355931418362,9.54143959836447,1.04528165052557,6.91642074058701,-7.44009337496389,0.00184027257607929,9.57565618055217e-06
"23103564",50155865,50020195,50218840,2.6613,0.00361207576747888,1.15,0,0,35.37,3.18,4.521,0.05,4.52,0.011062,2.66,2.66,0.00361207576747888,-3.00388708110851,0.425093833965443,0.0920612916551172,4521,0.369150863318096,-1.26912966108633,-4.46876640087911,9.12347e-05,1,1.81215677612897,9.067227284114,1.93885102703286,6.31871856122043,-7.33913452199613,0.003566046662937,4.60291045418805e-05
"23103566",50020296,50020297,50045792,0.9234,3.52951043702395,0.71,0,0.04,13.55,8.8,1.378,0.01,47.69,0.015936,0.92,34.33,0.00317981577998811,-2.02032521119442,1.53563458485064,0.676637615430786,1378,0.882708964358308,-0.835481870396932,-4.59797087668966,7.59283e-05,3,1.99181028454411,9.85467609580348,1.60202125521904,7.35431747757635,-7.39685562737982,0.00314352043146546,3.62953485226537e-05
"23103568",50020297,50020327,50043529,0.0153,4.96959000684054,0.71,0,0.04,13.59,8.8,0.065,0.03,47.75,0.016545,0.02,34.34,1.44007956981659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103570",50020298,50020296,50048360,0.7173,3.52633062124396,0.75,0,0.05,10.6,10.24,0.753,0.02,45.76,0.015953,0.72,27.01,0.00532168710789509,-2.11982031720488,1.43145061437064,0.621796329857963,753,0.83453016317889,-0.876163987058164,-4.39376485764495,0.0001014979,3,1.73243683660014,9.83650159903824,1.38660079716844,6.95934764018431,-7.14327110961712,0.00527503369972128,4.66534081738098e-05
"23103572",50020299,50020298,50051317,0.0495,3.52100893413606,0.69,0,0,8.66,10.3,0.064,0.04,45.01,0.015774,0.05,26.29,0.632083773612976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103574",50020300,50020299,50054783,0.0306,2.88892516052309,0.66,0,0,8.56,10.27,0.069,0.02,44.94,0.014909,0.03,26.24,0.675578713417053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103580",50155866,50020332,50218839,0.3888,0.00278126856820184,0,0,0,28.94,0,0.981,0.07,0.98,0.071429,0.39,0.39,0.00278126856820184,-4.0708340606254,-0.410273743745763,-0.347666928304895,981,-0.017156245662796,-1.59532687892051,-4.40422499329776,2.24813e-05,1,3.16049816366447,10.0253538825311,0.883979083855302,5.91354875674708,-7.75202673363819,0.00264912482076045,0.000132143747441388
"23103582",50155867,50019244,50218838,2.34,0.00088273502999241,0,0,0,0,23.88,2.996,0.05,3,0.016667,2.34,2.34,0.00088273502999241,-3.18622725705257,0.369215857410143,0.0626477450664995,2996,0.343310670144783,-1.29094908640019,-4.40422499329776,6.16593e-05,1,0.781818181818182,9.05944743604435,1.26071620786165,6.2222660699273,-7.58502665202918,0.00087829138943505,4.44364055736018e-06
"23103584",50020301,50020318,50137233,0.2763,0.0136013994771754,0,0,0,0,4.87,0.778,0.05,5.71,0.043783,0.28,2.28,0.00308381558124503,-3.24692514074978,0.357019579049672,0.0562277595215966,778,0.337670627175114,-1.29571153074567,-4.68272872152266,6.73108e-05,2,1.6570118873695,10.4418957963422,1.32850045998238,6.49566444967257,-7.40120949323688,0.00306302658262914,2.07889986158826e-05
"23103586",50155868,50020282,50218837,1.5066,0.0141814409129905,1.67,0,0,0,4.24,2.414,0.05,2.41,0.020747,1.51,1.51,0.0141814409129905,-2.79976708749761,0.177997963096566,-0.0380072318975207,2414,0.254883929738982,-1.36561651028917,-3.83270541460622,0.000225315,1,0.781818181818182,10.149782266398,0.695578560034342,5.52410661176403,-6.36875921976449,0.0141274824142386,5.39584987519076e-05
"23103588",50020302,50020300,50058888,0.3222,2.21334644710603,0.64,0,0,8.53,10.23,0.644,0.01,44.87,0.014486,0.32,26.21,0.00403906000212175,-2.13298176484761,1.41843388008032,0.614944465419013,644,0.828510708837796,-0.881246806668278,-4.40422499329776,5.56024e-05,3,1.71092578740801,9.87128208062192,1.22367328044518,7.17776623802153,-7.21824462534753,0.00400482134427987,3.42386578418843e-05
"23103590",50020303,50020302,50063856,0.2412,1.48583299911045,0.88,0,0,10.82,13.66,0.434,0.02,28.44,0.011252,0.24,16.79,0.0040813317760943,-2.32264583277795,1.22494463152714,0.513093872796295,434,0.7390336041215,-0.956801157106875,-4.5550983963331,8.0699e-05,2,1.61643034247434,9.95141591909692,1.25664358742027,7.05476487316808,-7.27083521030723,0.00405044266474649,3.08891113478111e-05
"23103592",50020304,50020319,50106158,0.4815,0.059777649512755,0,0,0,12.04,18.93,0.98,0.05,12.72,0.051887,0.48,4.93,0.00764323151007924,-2.90450241809949,0.693260755322806,0.233221382286976,980,0.493161886582495,-1.16441491464582,-4.33375822120426,0.0001105346,3,1.3972005516923,10.2263836965197,2.47484470456244,6.28401972709266,-6.97551433230083,0.00759842949249373,4.48020175855129e-05
"23103594",50020305,50020303,50070123,0.018,1.48175166733435,0.8,0,0,10.28,13.55,0.068,0.01,28,0.010714,0.02,16.54,0.731530547142029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103596",50155869,50019520,50218836,1.7568,1.73614906180092,2.56,28.94,0,0,49.9,2.914,0.15,2.91,0.051546,1.76,1.76,1.73614906180092,-1.61144136872828,0.244722322769998,-0.00288426963513672,2914,0.285739920768306,-0.98914905660415,-3.02908150645202,0.00104229039174063,1,0.781818181818182,9.64148978653274,0.234018196739386,4.58217566144002,-4.7596108456026,1.72926030418975,0.0068887576111742
"23103600",50155870,50019501,50218835,2.7261,0.206737039166437,1.36,0.13,0,0,18.88,3.113,0.09,3.11,0.028939,2.73,2.73,0.206737039166437,-2.35205546104792,0.435541782772181,0.0975609759301616,3113,0.373982409341668,-1.26504990972266,-3.66725875355756,0.000367493219027205,1,0.781818181818182,10.5406708249898,0.501334334616878,5.2549522134927,-5.61715699974414,0.206021112783562,0.000715926382874225
"23103602",50020306,50020305,50078240,0.0162,0.750221120192324,0.78,0,0,10.29,13.47,0.055,0.02,27.93,0.010383,0.02,16.53,0.731530547142029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103604",50155871,50020331,50218834,0.1161,0,0,0,0,31.78,0,0.281,0.04,0.28,0.142857,0.12,0.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103608",50155872,50020341,50218833,1.6794,0.00260008061479877,2.52,0,0,26.74,60.88,2.401,0.05,2.4,0.020833,1.68,1.68,0.00260008061479877,-3.31750618345938,0.225154148849806,-0.0131847391713971,2401,0.276690820830939,-1.34720279981498,-4.40422499329776,5.46701e-05,1,2.46915778765572,9.62668291949909,4.40378213835212,6.14798364450846,-7.66756154008439,0.00254084160764149,5.92390071572825e-05
"23103610",50020307,50020341,50137232,2.124,0.0196063770463891,2.8,0,0,31.17,59.71,3.563,0.04,12.2,0.012295,2.12,6.9,0.00996949183051679,-2.68463225213233,0.838698005509813,0.309777936368035,3563,0.560417840915567,-1.10762407452971,-4.36644873336839,0.0001055162,2,2.20937657784167,10.1446484263357,3.64902511515882,6.51535275599578,-6.99225222199926,0.00983860568357042,0.000130886146946371
"23103612",50155873,50020257,50218832,2.6163,0.00764825289256581,1.3,0,0.65,3.06,13.97,2.633,0.08,2.63,0.030418,2.62,2.62,0.00764825289256581,-3.08555708827302,0.417687541209753,0.0881627013616259,2633,0.365725899722363,-1.27202169591319,-4.18067919120448,0.0001374015,1,0.781818181818182,9.72561046356459,1.58314688587132,5.91057509320231,-6.64016451766011,0.00761563063155852,3.26222610072875e-05
"23103614",50155874,50019432,50218831,0.504,0.388861030340195,0,0,8.39,76.07,15.18,1.69,0,1.69,0,0.5,0.5,0.388861030340195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103616",50020308,50020353,50137231,0.5454,0.015166102732131,0,0,0,6.62,4.18,1.007,0.07,4.33,0.055427,0.55,1.81,0.00460802493948566,-3.31750618345938,0.257222446187574,0.003695656575013,1007,0.291520473746647,-1.33468066063178,-4.54240571050386,8.21681e-05,2,2.1076397282234,10.5756487412123,1.04974266386931,6.22787145909058,-7.34969247686806,0.00456305879343347,4.49661460521943e-05
"23103618",50155875,50020195,50218830,3.8034,0.0164770195425159,0.54,0,0,21.73,12.14,4.124,0.06,4.12,0.014563,3.8,3.8,0.0164770195425159,-2.76262528757458,0.580172002155619,0.173692717954619,4124,0.44086516061431,-1.20857420191381,-3.88886893745735,0.0002080277,1,1.30921901997315,9.69924397943833,1.2405395768135,5.72361688599772,-6.52636707312616,0.0163738796388489,0.000103139903667027
"23103620",50020309,50140818,50017115,9.9828,2286.6120328137,3.79,22.68,2.73,18.06,20.49,7.014,0,916.74,0.023289,9.98,1153.57,1.6215717792511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103622",50155876,50019502,50218829,2.6307,0.448341581429794,4.41,9.13,0.37,0,37.39,2.637,0.12,2.64,0.045455,2.63,2.63,0.448341581429794,-2.10079708316159,0.420071324796761,0.089417498580782,2637,0.366828255823442,-1.27109086784444,-3.54096755561959,0.000516195221019479,1,0.781818181818182,8.76556739844487,0.441656878334776,4.97067166521921,-5.2866754774505,0.446004658879867,0.00233692254992741
"23103624",50155877,50020323,50218828,0.8703,0.00148859680150722,0,0,0,60.08,1.24,1.248,0.05,1.25,0.04,0.87,0.87,0.00148859680150722,-3.64486507273699,-0.0603310164776735,-0.163460961189007,1248,0.144671154498237,-1.4586800336088,-4.40422499329776,3.2308e-05,1,2.73803015612634,9.29382226250907,8.3162,6.05876455801311,-7.95860731484177,0.00142959952883936,5.8997272667863e-05
"23103626",50155878,50020355,50218827,1.5831,0.00133424993031594,0,0,0,0,17,2.89,0.08,2.89,0.027682,1.58,1.58,0.00133424993031594,-3.37186385179647,0.199508348896786,-0.0266844035870187,2890,0.264831185501905,-1.3572170608052,-4.49565421057592,8.78137e-05,1,0.781818181818182,10.5467407418586,1.27969869047056,6.11985750976649,-7.4294570601181,0.00132950030547481,4.74962484112334e-06
"23103628",50020310,50020325,50106157,5.3793,0.0633218657842289,2.04,0,0,44.32,46.65,4.381,0.04,15.85,0.011356,5.38,10.9,0.0344360046153566,-2.53092177941848,1.03738665258238,0.414365434655748,4381,0.65229935377991,-1.03003944471455,-4.0680694430008,0.0001612515,2,2.82181265826784,10.0126634598876,6.27535655756393,6.2666929343212,-6.55689354326273,0.0333904222893321,0.00104558232602454
"23103630",50155879,50020325,50218826,1.6542,0.00101422669775043,0,0,0,1.03,92.82,2.763,0.06,2.76,0.021739,1.65,1.65,0.00101422669775043,-3.31750618345938,0.218588016489417,-0.0166410783589514,2763,0.273654380733183,-1.3497667660379,-4.66615589519651,6.89151e-05,1,2.31682409190449,9.36173340778909,4.52045633499003,6.3477767253846,-8.0268721464003,0.000992842467403919,2.13842303465082e-05
"23103632",50020311,50020282,50054782,1.8846,44.8959438623243,4.1,32.82,0.62,0,37.06,1.488,0.02,31.16,0.052632,1.88,38.5,1.90640590279519,-0.714043396814928,1.58547313774501,0.702872076444548,1488,0.9057562884323,-0.816020740035149,-2.34885316543061,0.00201332853662803,3,0.781818181818182,10.2628038736909,0.337098106231628,4.84024379717002,-4.46876444666454,1.89958560225902,0.00682030053616817
"23103634",50020312,50020346,50106156,1.5957,0.133357189929895,2.7,0,0,6.69,59.88,2.165,0.04,12.51,0.019185,1.6,9.31,0.00992593445856154,-2.55672903098633,0.968889034123357,0.378309048652582,2165,0.620623337538676,-1.05678663186731,-4.20410886485949,0.0001329011,2,1.57512523063816,9.97654464326752,4.13682403858168,6.3832733883993,-6.79997073344623,0.00985298889077463,7.2945567786912e-05
"23103636",50020313,50020346,50106155,0.5265,0.106258967365191,0,0,0,0,40.47,1.054,0.04,8.38,0.026253,0.53,6.66,0.00411548506637355,-2.71544619213142,0.823767572296552,0.301918722058944,1054,0.553513416271448,-1.11345416184275,-4.31553975189236,0.0001134343,2,0.781818181818182,9.85851285151014,2.83047555646713,6.37686468342971,-6.97633608180221,0.00409816843740098,1.73166289725703e-05
"23103638",50020314,50020311,50058887,0.0612,42.3161591060345,4.51,35.72,0.68,0,35.64,0.151,0.01,27.11,0.054961,0.06,34.39,5.14990997314453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23103640",50155880,50020692,50218825,3.7053,0.00321810114377438,0.17,0,0,0,2.6,7.151,0.06,7.15,0.008392,3.71,3.71,0.00321810114377438,-2.99165260156433,0.568823376436811,0.16771892735097,7151,0.435617105854571,-1.21300565236842,-4.35908647118693,0.0001066261,1,0.781818181818182,9.59092928670749,1.08426268764563,6.22720332779906,-7.0017406615763,0.00320390070132337,1.42004424510027e-05
"23103642",50155881,50020337,50218824,0.828,0.00371260108004219,0,0,0,0,0.98,1.488,0.15,1.49,0.100671,0.83,0.83,0.00371260108004219,-3.64486507273699,-0.0819696632151199,-0.174851304633112,1488,0.13466458578952,-1.46712956781222,-4.26441068043282,0.0001219847,1,0.781818181818182,10.4303494927533,1.03077046133104,5.62276859735538,-6.97061622231479,0.00369912305433756,1.34780257046312e-05
"23103644",50020315,50020352,50106154,1.8873,0.052408964050955,2.1,0,0,47.33,42.95,2.779,0.05,15.45,0.014887,1.89,7.15,0.0226371222813426,-2.67872340217484,0.854063011866421,0.317865905155832,2779,0.567523229421734,-1.10162429351061,-4.0591768281954,0.0001633025,2,2.35032759558768,9.86271518735784,6.41499556577387,6.05976582554338,-6.65403845818686,0.0222403036521754,0.000396818629167229
"23103646",50155882,50020352,50218823,3.6837,0.00410644495679188,3.76,0,0,28.41,50.5,6.506,0.05,6.51,0.00768,3.68,3.68,0.00410644495679188,-2.95689051169076,0.566284254084594,0.166382361530137,6506,0.434442914945796,-1.21399713730755,-4.41018215837373,9.9157e-05,1,1.61039367215679,9.48584234575454,7.13769829004945,6.31090860665212,-7.22841251911874,0.00406987972906883,3.65652277230483e-05
"23103648",50155883,50020326,50218822,1.0386,0.852722090599163,5.54,39.6,0,0,40.38,1.768,0.07,1.77,0.039548,1.04,1.04,0.852722090599163,-1.85510819178232,0.0164483182590375,-0.123045171667954,1768,0.180176964901941,-1.0784555178123,-2.69684032977085,0.0011322476,1,0.781818181818182,9.87508155334184,0.228730206163784,4.41628687563836,-4.99052785743719,0.849525366121881,0.00319672447728242
"23103650",50155884,50020254,50218821,2.3031,0.005951984052421,0.98,0,0.43,1.02,16.1,2.244,0.09,2.24,0.040179,2.3,2.3,0.005951984052421,-3.15001508173083,0.36231279532651,0.0590140498126977,2244,0.340118420376184,-1.29364461735011,-4.06597953562753,0.0001617312,1,0.781818181818182,10.4612660694366,1.19260859835008,5.68300274255105,-6.73048705578208,0.00593046265029923,2.15214021217721e-05
"23103652",50020316,50020321,50106153,0.4464,0.0128962282032413,0,0,0,8.72,10.81,1.147,0.03,15.42,0.013619,0.45,8.28,0.00325156219719851,-2.62887701354854,0.917794243013421,0.351413317786944,1147,0.596995079075806,-1.0767383021091,-4.6605624722408,6.94651e-05,2,1.85560696323026,10.150739490859,1.23291406608072,6.9225444262067,-7.41793663708829,0.00322273521483177,2.88269823667451e-05
"23103654",50155885,50020321,50218820,4.5666,0.00208440256018292,0.53,0,0,9.18,23.57,9.414,0.04,9.41,0.004251,4.57,4.57,0.00208440256018292,-2.88519729472982,0.659592972325037,0.215499035044135,9414,0.477592568042148,-1.17756162701371,-4.54326209064812,8.20683e-05,1,1.47082176952433,9.84110432076669,2.31157171284914,6.53883987962603,-7.46218090492673,0.00206984452399598,1.45580361869351e-05
"23103656",50020317,50020815,50043528,2.9016,107.654560834156,3.71,0,0.01,49.8,3.25,2.283,0.01,54.54,0.03282,2.9,39.57,0.00422954733549319,-1.9952868973176,1.59734958693344,0.709123707463534,2283,0.911248429704424,-0.811383183035182,-4.40422499329776,2.13006e-05,3,2.78216573626079,9.27745257624456,1.55236124446991,7.56201625280996,-7.40230481407449,0.00405444846771263,0.000175098867780558
"23103660",50020318,50020322,50106152,0.2493,0.019171256876117,0,0,0,0.04,4.39,0.735,0.06,6.45,0.048062,0.25,2.52,0.00556985739894167,-3.18622725705257,0.402175375031505,0.0799972692772569,735,0.358552458676484,-1.27807893969797,-4.55318333416186,8.09191e-05,2,1.58307120588466,10.2902902040801,1.2826958838786,6.37615329797497,-7.1771783546969,0.00553301017636676,3.68472225749063e-05
"23103662",50020319,50020322,50089363,0.2268,0.0687961883508608,0,0,0,12.9,18.1,0.668,0.05,13.39,0.053025,0.23,5.16,0.00901853883810578,-2.87585725074098,0.712775931676611,0.243493954492587,668,0.502186478342624,-1.15679456088355,-4.23828560438954,0.0001265996,3,1.44517264645505,10.1742800475527,2.55086566670128,6.16571209389113,-6.85698519974591,0.00896286315982735,5.56756782784235e-05
"23103666",50020320,50020314,50063855,0.2061,37.1662491328899,4.51,35.75,0.68,0,35.66,0.517,0.04,26.96,0.054896,0.21,34.33,5.71158897643941,-0.743474922949058,1.53562319814931,0.676631621597605,517,0.882703698695877,-0.835486316676212,-2.01220912471119,0.00331121262953308,3,0.781818181818182,10.2623603999793,0.3357898437276,4.24417988086623,-4.03007458339876,5.69115767159346,0.0204313048459567
"23103668",50155886,50019636,50218819,1.6605,0.00131496740826117,0,0,0,0,22.11,2.147,0.05,2.15,0.023256,1.66,1.66,0.00131496740826117,-3.34383517292904,0.220238879934404,-0.01577208216682,2147,0.274417805483881,-1.34912213126853,-4.40422499329776,5.48479e-05,1,0.781818181818182,9.64449163196278,5.07325808875181,6.17205612532832,-7.42829116819131,0.00130914416371623,5.82324454494072e-06
"23103670",50020321,50020306,50089362,3.6684,0.0186905730502949,0.75,0,0,10.3,13.46,3.042,0.02,27.88,0.009684,3.67,16.51,0.00370994228687067,-2.32784702712369,1.21776022553129,0.509312081230142,3042,0.735711249766299,-0.959606548803182,-4.62073981806885,7.35104e-05,2,1.60031042154395,9.97342342749057,1.23448227087565,7.1692549467463,-7.26280735729526,0.00368238723816911,2.75550487015578e-05
"23103674",50155887,50020360,50218818,2.7234,0.000748374921911414,0,0,0,4.92,74.16,3.105,0.05,3.11,0.016077,2.72,2.72,0.000748374921911414,-3.08555708827302,0.435111433126493,0.0973344446537417,3105,0.373783398592493,-1.26521795365463,-4.62300537226816,7.32741e-05,1,2.1100428299608,9.21610070553388,4.00744229814767,6.43565353671469,-8.10237290870956,0.000735482047371897,1.28928745395178e-05
"23103676",50155888,50020324,50218817,2.2473,0.501054258788144,7.89,12.01,0.44,0,26.95,1.935,0.06,1.94,0.030928,2.25,2.25,0.501054258788144,-2.06651248437453,0.351661051790673,0.0534070902544663,1935,0.335192631584848,-1.2978039476313,-3.15539313569217,0.000672301514251792,1,0.781818181818182,9.69277156701483,0.488543951156686,4.88083524744485,-5.18983612509743,0.498963982712902,0.00209027607524158
"23103678",50155889,50019243,50218816,1.4931,0.00111724814419616,0,0,0,0,2.77,2.382,0.04,2.38,0.016807,1.49,1.49,0.00111724814419616,-3.37186385179647,0.174088895463686,-0.0400649217071006,2382,0.253076221783394,-1.36714293701992,-4.40422499329776,3.90961e-05,1,0.781818181818182,8.94921380810632,1.1864764293977,6.22447878849126,-7.48545224733971,0.0011114678450389,5.78029915725761e-06
"23103680",50155890,50019519,50218815,4.3092,1.29602656071925,1.86,43.98,0,0,54.16,5.138,0.09,5.14,0.01751,4.31,4.31,1.29602656071925,-1.27103397954296,0.634396651173698,0.202235971280306,5138,0.46594078954292,-0.83669877906592,-3.12208049689484,0.000966320224601904,1,0.781818181818182,10.252004355008,0.279560535364224,4.99862315143001,-4.84570887768824,1.29145658456588,0.00456997615336447
"23103682",50155891,50020360,50218814,1.1772,0.00824394940920289,0,0,0,2.06,96.79,2.205,0.04,2.21,0.0181,1.18,1.18,0.00824394940920289,-3.43401176641042,0.0708502534275733,-0.0944085968806212,2205,0.205334577979891,-1.40745591821328,-4.40422499329776,3.05882e-05,1,3.61209606106516,9.4034663444386,7.26653876428615,6.25232399657113,-7.32239304727951,0.00723321613590472,0.00101073327329817
"23103684",50020322,50020342,50078239,0.1368,0.0913990019770819,0,0,0,8.93,13.36,0.343,0.03,20.17,0.052058,0.14,7.82,0.00343155675010412,-2.69669676501326,0.893362227087812,0.338552575809815,343,0.585696745634787,-1.08627860021448,-4.49170331391093,8.83083e-05,3,1.51477063508702,10.2748104169708,2.08843214673167,6.65066211982432,-7.22257317761069,0.00340980763133251,2.17491187716098e-05
"23103686",50020323,50020342,50137230,0.4203,0.00554369431073581,0,0,0,46.44,0.84,0.953,0.05,2.2,0.045455,0.42,1.29,0.00405509750922859,-3.43401176641042,0.110791660771106,-0.073383883422157,953,0.223805069307533,-1.39185945935557,-4.40422499329776,4.16981e-05,1,2.27438912011445,9.50312787411919,6.96168968961041,6.16008343328929,-7.41566877563247,0.00397904132199521,7.60561872333796e-05
"23103688",50020324,50020320,50070122,7.236,25.990278487364,5.18,39.32,0.84,0,31.75,4.034,0.03,19.79,0.04952,7.24,27.72,1.22571762956006,-0.850725769324318,1.44286372256875,0.627804063322936,4034,0.839808037195237,-0.871707357202859,-2.94666128690772,0.0010919986031561,3,0.781818181818182,10.131068056699,0.345148345340456,5.27740987357794,-4.79925035400689,1.22119510261032,0.00452252694974049
